,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,149.55961047092603,152.72189274421876,121.813938591373,111.51465622142074,123.51157810193847,146.50833264681896,107.89019383038301,127.81318317531436,133.4691608593327,159.07457701738352,145.39471653555387,126.24972342148845,151.66772694024144,138.8400975121167,121.55515457601723,155.84268912700136,143.40235580711752,142.1809685439042,129.0348171300277,149.99918418702225,139.97339954904592,149.34415463256167,140.1689486014126,179.441037959411,0.0
1,87.94816863043452,91.10244034495237,76.0419444498925,72.19944565132278,68.85614094243071,67.52846475613754,53.126806224882735,56.6080936634304,80.00384800249947,79.89197973918222,97.80916566978773,90.88055698463484,102.59846992461006,98.68985820561679,60.644215749428916,62.389716680579774,90.01603835731859,86.44026295587055,67.89021597936929,67.94006294390671,76.89061283699671,76.25452319972975,89.21102622745994,88.38379548129038,0.0
2,236.00608976104365,151.88871251403216,198.86497178870795,128.71795611129923,202.54956210381414,127.90125503822263,173.69787341867092,116.40209595357283,200.64755773690564,127.3029723954441,235.17279121514014,145.71367981712956,234.29092512466408,139.94448434339233,182.42681397349293,125.87744650869554,249.35169761516957,156.75194409577293,204.0311439399047,142.585465195771,195.40456620267153,134.66475205021678,213.2833096709095,140.2694452903886,0.0
3,199.56750284558217,240.71926762805543,183.94131055836192,262.381599232586,219.09096771287201,333.1705335339613,137.38055505586723,177.34996553782958,207.72508272429258,284.4350127836128,308.75610463061685,434.35085219210157,275.1083835729184,374.0726485552495,146.3706691620532,179.00878625166493,227.47100233547368,283.74608284535407,145.8474257018599,167.63183776619408,100.42012153473556,97.74708904209048,313.9355323596832,464.2395035439392,0.0
4,63.73715316524788,73.05760648665131,60.87964958004289,70.47049592126116,66.2044031511343,70.63589041103297,58.48851319919414,68.2862525601685,52.52330209397667,57.52009514869344,55.51651679250943,57.51647552877125,63.103730559985515,67.64165856075489,65.57457586588971,72.6769389063472,56.422633987504526,59.262114065678176,58.958258532227276,69.73905558971298,62.21127773253775,64.24561098139715,53.79674919194589,59.76690803688434,0.0
5,74.87511136255549,149.75638675926223,75.52921588164709,129.5130896490391,83.62160307801108,152.23738455767213,70.72958253618367,135.17294935094898,81.64099536984763,140.42587256773697,86.68793574799996,129.07698238774583,78.58966319771703,123.26780887962568,92.67103264408568,130.16941691411552,91.1307284884919,133.34284865454956,81.6530934986798,150.87727630244328,85.14083966358928,129.7743589899423,75.51490703303482,113.75946652258231,0.0
6,173.18301622854864,279.23853668335465,160.4504833960073,266.648517279752,164.54167805796646,267.81304165350116,144.41594664206335,257.2024558638593,153.39386252151405,256.4371701668986,178.20420661446298,263.568702246855,193.06592742475698,270.0113354440758,145.8557319432777,237.04004613442459,193.29883885366766,249.5726133101737,170.83715319035866,317.5442267320525,186.708610401528,284.91513069427725,154.67358652433188,210.47960814143596,0.0
7,161.89470720314222,194.9918545697767,108.91692044520875,140.9598308091298,138.19789994397402,161.76545054595138,91.87624318465406,126.45213806962397,111.46181716706738,137.5851240075602,129.32415514374838,138.1935814210039,160.33222744347802,177.13834649753395,108.67694330761196,141.25253163102775,186.76281133268523,217.015356509204,100.8287338323105,130.7433789931894,128.66875333207733,146.1086886625971,113.9439057577539,125.68811315516604,0.0
8,178.62599880507713,127.37793526116371,135.26933743770974,100.98487233670049,149.11052217309222,115.83676069941188,109.1018489015031,80.42455663122146,149.87039218355852,110.86258834959283,209.94463624054472,157.79934171476316,201.03642035050066,151.26100895445373,115.2034747383805,84.4729542355746,183.5367136105211,126.6469036718838,128.5569197006179,91.32285408331748,114.22845764891115,83.88016999530635,200.6951996451556,160.42582521868567,0.0
9,70.97470422107425,170.8086458393635,69.77348979498578,163.64201899596426,71.72931612904232,133.6245778603274,60.33426764185754,139.71338303549052,63.30914028160637,106.93941794390652,76.66950329592413,158.17939517947704,79.30917230054244,171.69713414785477,72.04405293992399,155.28307930501538,70.37199473168342,120.94377678836715,60.781252582651554,114.9909572228906,78.89030901374407,179.5397870228468,57.46813731646972,89.728696977339,0.0
